"B10C4";"CAMPH";"TERPB";1;120;1.1333
"B10C4";"CO";"CO";1;12;2.3333
"B10C4";"D3CAR";"OLE";0.5;120;0.1133
"B10C4";"D3CAR";"ALD2";1.5;120;0.34
"B10C4";"D3CAR";"PAR";6;120;0.68
"B10C4";"D3CAR";"TERPB";1;120;1.1333
"B10C4";"DLIM";"TERPB";1;120;1.1333
"B10C4";"DLIM";"OLE";1;120;0.2267
"B10C4";"DLIM";"PAR";4;120;0.4533
"B10C4";"DLIM";"ALD2";2;120;0.4533
"B10C4";"ETHA";"TOL";0.4;24;0.25
"B10C4";"ETHA";"NR";1.6;24;1
"B10C4";"ETHE";"ETH";1;24;1.1667
"B10C4";"ETHO";"PAR";0.4;24;0.3833
"B10C4";"ETHO";"NR";1.6;24;1.5333
"B10C4";"FORAC";"NR";1;12;3.8333
"B10C4";"FORM";"FORM";1;12;2.5
"B10C4";"GTERP";"TERPB";1;120;1.1333
"B10C4";"GTERP";"PAR";6;120;0.68
"B10C4";"GTERP";"OLE";2;120;0.4533
"B10C4";"HEXA";"ALD2";1;72;0.4537
"B10C4";"HEXA";"PAR";4;72;0.9074
"B10C4";"HEXE";"PAR";4;72;0.9259
"B10C4";"HEXE";"OLE";1;72;0.463
"B10C4";"HEXY";"OLE";1;96;0.3698
"B10C4";"HEXY";"PAR";5;96;0.9245
"B10C4";"HEXY";"NR";1;96;0.1849
"B10C4";"ISOP";"ISOP";1;60;1.1333
"B10C4";"MBO";"OLE";1;60;0.5733
"B10C4";"MBO";"PAR";3;60;0.86
"B10C4";"METH";"PAR";1;12;2.6667
"B10C4";"MYRC";"OLE";3;120;0.68
"B10C4";"MYRC";"PAR";4;120;0.4533
"B10C4";"MYRC";"TERPB";1;120;1.1333
"B10C4";"NO";"NO";1;14;2.1429
"B10C4";"OCIM";"TERPB";1;120;1.1333
"B10C4";"OCIM";"PAR";4;120;0.4533
"B10C4";"OCIM";"OLE";3;120;0.68
"B10C4";"ORVOC";"OLE";1;120;0.2267
"B10C4";"ORVOC";"PAR";8;120;0.9067
"B10C4";"PCYM";"TERPB";1;120;1.1333
"B10C4";"PCYM";"PAR";2;120;0.2267
"B10C4";"PCYM";"XYL";1;120;0.9067
"B10C4";"PROPE";"PAR";1;36;0.3889
"B10C4";"PROPE";"OLE";1;36;0.7778
"B10C4";"SABI";"OLE";1;120;0.2267
"B10C4";"SABI";"PAR";8;120;0.9067
"B10C4";"SABI";"TERPB";1;120;1.1333
"B10C4";"TRPO";"OLE";2;120;0.4533
"B10C4";"TRPO";"PAR";6;120;0.68
"B10C4";"TRPO";"TERPB";1;120;1.1333
"B10C5";"ACET";"PAR";3;36;1.6111
"B10C5";"ACTAC";"PAR";1;24;1.25
"B10C5";"ACTAC";"NR";1;24;1.25
"B10C5";"ACTAL";"ALD2";1;24;1.8333
"B10C5";"APIN";"APIN";1;120;1! added to track APIN through CMAQ per George Pou liot (ORD) instructions
"B10C5";"APIN";"TERP";1;120;1.1333
"B10C5";"ATERP";"TERP";1;120;1.1333
"B10C5";"ATHU";"TERP";1;120;1.1333
"B10C5";"BPHE";"TERP";1;120;1.1333
"B10C5";"BPIN";"BPIN";1;120;1! added to track APIN through CMAQ per George Pou liot (ORD) instructions
"B10C5";"BPIN";"TERP";1;120;1.1333
"B10C5";"BUTE";"OLE";1;48;0.5833
"B10C5";"BUTE";"PAR";2;48;0.5833
"B10C5";"BUTO";"PAR";2;48;0.7292
"B10C5";"BUTO";"OLE";1;48;0.7292
"B10C5";"CAMPH";"TERP";1;120;1.1333
"B10C5";"CO";"CO";1;12;2.3333
"B10C5";"D3CAR";"TERP";1;120;1.1333
"B10C5";"DLIM";"TERP";1;120;1.1333
"B10C5";"ETHA";"ETHA";1;24;1.25
"B10C5";"ETHE";"ETH";1;24;1.1667
"B10C5";"ETHO";"ETOH";1;24;1.9167
"B10C5";"FORAC";"NR";1;12;3.8333
"B10C5";"FORM";"FORM";1;12;2.5
"B10C5";"GTERP";"TERP";1;120;1.1333
"B10C5";"HEXA";"ALDX";1;72;0.4537
"B10C5";"HEXA";"PAR";4;72;0.9074
"B10C5";"HEXE";"IOLE";1;72;0.9259
"B10C5";"HEXE";"PAR";2;72;0.463
"B10C5";"HEXY";"IOLE";1;96;0.7396
"B10C5";"HEXY";"NR";1;96;0.1849
"B10C5";"HEXY";"PAR";3;96;0.5547
"B10C5";"ISOP";"ISOP";1;60;1.1333
"B10C5";"MBO";"PAR";3;60;0.86
"B10C5";"MBO";"OLE";1;60;0.5733
"B10C5";"METH";"MEOH";1;12;2.6667
"B10C5";"MYRC";"TERP";1;120;1.1333
"B10C5";"NO";"NO";1;14;2.1429
"B10C5";"OCIM";"TERP";1;120;1.1333
"B10C5";"ORVOC";"PAR";8;120;0.9067
"B10C5";"ORVOC";"OLE";1;120;0.2267
"B10C5";"PCYM";"TERP";1;120;1.1333
"B10C5";"PROPE";"OLE";1;36;0.7778
"B10C5";"PROPE";"PAR";1;36;0.3889
"B10C5";"SABI";"TERP";1;120;1.1333
"B10C5";"TRPO";"TERP";1;120;1.1333
"B10C5";"SESQT";"SESQ";1;180;1.1333
"B10RD";"ACET";"KET";0.253;36;0.4076
"B10RD";"ACTACD";"ORA2";1;24;2.5
"B10RD";"ACTALD";"ALD";1;24;1.8333
"B10RD";"APIN";"TERPB";1;120;1.1333
"B10RD";"APIN";"OLI";1;120;1.1333
"B10RD";"ATERP";"TERPB";1;120;1.1333
"B10RD";"ATERP";"OLI";1;120;1.1333
"B10RD";"ATHU";"TERPB";1;120;1.1333
"B10RD";"ATHU";"OLI";1;120;1.1333
"B10RD";"BPHE";"TERPB";1;120;1.1333
"B10RD";"BPHE";"OLI";1;120;1.1333
"B10RD";"BPIN";"OLI";1;120;1.1333
"B10RD";"BPIN";"TERPB";1;120;1.1333
"B10RD";"BUTE";"OLI";1;48;1.1667
"B10RD";"BUTO";"KET";1;48;1.4583
"B10RD";"CAMPH";"OLI";1;120;1.1333
"B10RD";"CAMPH";"TERPB";1;120;1.1333
"B10RD";"CO";"CO";1;12;2.3333
"B10RD";"D3CAR";"OLI";1;120;1.1333
"B10RD";"D3CAR";"TERPB";1;120;1.1333
"B10RD";"DLIM";"TERPB";1;120;1.1333
"B10RD";"DLIM";"OLI";1;120;1.1333
"B10RD";"ETHA";"ETH";1;24;1.25
"B10RD";"ETHE";"OL2";1;24;1.1667
"B10RD";"ETHO";"HC3";1.215;24;2.3288
"B10RD";"FORACD";"ORA2";1;12;3.8333
"B10RD";"FORM";"HCHO";1;12;2.5
"B10RD";"GTERP";"TERPB";1;120;1.1333
"B10RD";"GTERP";"OLI";1;120;1.1333
"B10RD";"HEXA";"ALD";1;72;1.3611
"B10RD";"HEXE";"OLT";1;72;1.3889
"B10RD";"HEXY";"OLT";1;96;1.4792
"B10RD";"ISOP";"ISO";1;60;1.1333
"B10RD";"MBO";"OLI";1;60;1.4333
"B10RD";"METH";"HC3";0.404;12;1.0773
"B10RD";"MYRC";"OLI";1;120;1.1333
"B10RD";"MYRC";"TERPB";1;120;1.1333
"B10RD";"NO";"NO";1;14;2.1429
"B10RD";"OCIM";"TERPB";1;120;1.1333
"B10RD";"OCIM";"OLI";1;120;1.1333
"B10RD";"ORVOC";"HC3";0.85;120;0.9633
"B10RD";"ORVOC";"NR";0.05;120;0.0567
"B10RD";"ORVOC";"OLI";0.1;120;0.1133
"B10RD";"PCYM";"TERPB";1;120;1.1333
"B10RD";"PCYM";"OLI";1;120;1.1333
"B10RD";"PROPE";"OLT";1;36;1.1667
"B10RD";"SABI";"OLI";1;120;1.1333
"B10RD";"SABI";"TERPB";1;120;1.1333
"B10RD";"TRPO";"OLI";1;120;1.1333
"B10RD";"TRPO";"TERPB";1;120;1.1333
"B10SP";"ACET";"ACET";1;36;1.6111
"B10SP";"ACTACD";"CCO_OH";1;24;2.5
"B10SP";"ACTALD";"CCHO";1;24;1.8333
"B10SP";"APIN";"TRP1";1;120;1.1333
"B10SP";"ATERP";"TRP1";1;120;1.1333
"B10SP";"ATHU";"TRP1";1;120;1.1333
"B10SP";"BPHE";"TRP1";1;120;1.1333
"B10SP";"BPIN";"TRP1";1;120;1.1333
"B10SP";"BUTE";"OLE2";1;48;1.1667
"B10SP";"BUTO";"OLE1";1;48;1.4583
"B10SP";"CAMPH";"TRP1";1;120;1.1333
"B10SP";"CO";"CO";1;12;2.3333
"B10SP";"D3CAR";"TRP1";1;120;1.1333
"B10SP";"DLIM";"TRP1";1;120;1.1333
"B10SP";"ETHA";"ALK1";1;24;1.25
"B10SP";"ETHE";"ETHENE";1;24;1.1667
"B10SP";"ETHO";"ALK3";1;24;1.9167
"B10SP";"FORACD";"HCOOH";1;12;3.8333
"B10SP";"FORM";"HCHO";1;12;2.5
"B10SP";"GTERP";"TRP1";1;120;1.1333
"B10SP";"HEXA";"RCHO";1;72;1.3611
"B10SP";"HEXE";"OLE1";1;72;1.3889
"B10SP";"HEXY";"OLE1";1;96;1.4792
"B10SP";"ISOP";"ISOPRENE";1;60;1.1333
"B10SP";"MBO";"OLE2";1;60;1.4333
"B10SP";"METH";"MEOH";1;12;2.6667
"B10SP";"MYRC";"TRP1";1;120;1.1333
"B10SP";"NO";"NO";1;14;2.1429
"B10SP";"OCIM";"TRP1";1;120;1.1333
"B10SP";"ORVOC";"OLE2";0.1;120;0.1133
"B10SP";"ORVOC";"ALK2";0.85;120;0.9633
"B10SP";"ORVOC";"NR";0.05;120;0.0567
"B10SP";"PCYM";"TRP1";1;120;1.1333
"B10SP";"PROPE";"OLE1";1;36;1.1667
"B10SP";"SABI";"TRP1";1;120;1.1333
"B10SP";"TRPO";"TRP1";1;120;1.1333
"B10SP";"SESQT";"SESQ";1;180;1.1333
"M300";"NOX";"NO2";0.05;46;0.05
"M300";"NOX";"NO";0.62;30;0.62
"M6Phd";"GASPM25";"POC";0.2;1;0.2
"M6Phd";"GASPM25";"PEC";0.8;1;0.8
"M6Pld";"GASPM25";"PEC";0.67;1;0.67
"M6Pld";"GASPM25";"POC";0.33;1;0.33
"M6Plg";"GASPM25";"PEC";0.29;1;0.29
"M6Plg";"GASPM25";"POC";0.71;1;0.71
"M6PMa";"BRAKE25";"PMFINE";1;1;1
"M6PMa";"BRAKEPMC";"PMC";1;1;1
"M6PMa";"ECARB25";"PEC";1;1;1
"M6PMa";"ECARBPMC";"PMC";1;1;1
"M6PMa";"GASPMC";"PMC";1;1;1
"M6PMa";"OCARB25";"POC";1;1;1
"M6PMa";"OCARBPMC";"PMC";1;1;1
"M6PMa";"SO4";"PSO4";1;1;1
"M6PMa";"TIRE25";"PMFINE";1;1;1
"M6PMa";"TIREPMC";"PMC";1;1;1
"N002";"NOX";"NO2";0.092;46;0.092
"N002";"NOX";"NO";0.9;46;0.9! See EMF "Note" documenting profile N002
"N002";"NOX";"HONO";0.008;46;0.008
"75014";"SO2";"SULF";0.0286;98;0.0286
"75014";"SO2";"SO2";1;64;1
"75014";"SOX";"SULF";0.0286;98;0.0286
"75014";"SOX";"SO2";1;64;1
"87514";"SO2";"SULF";0.0245;98;0.0245
"87514";"SO2";"SO2";1;64;1
"87514";"SOX";"SULF";0.0245;98;0.0245
"87514";"SOX";"SO2";1;64;1
"95014";"SO2";"SULF";0.0226;98;0.0226
"95014";"SO2";"SO2";1;64;1
"95014";"SOX";"SULF";0.0226;98;0.0226
"95014";"SOX";"SO2";1;64;1
"99010";"SO2";"SO2";1;64;1
"99010";"SO2";"SULF";0.0155;98;0.0155
"99010";"SOX";"SULF";0.0155;98;0.0155
"99010";"SOX";"SO2";1;64;1
"0000";"TOG";"ALD2";0.0177;46.752;0.0177
"0000";"TOG";"ALDX";0.0208;38.6021;0.0208
"0000";"TOG";"CH4";0.0732;16.0425;0.0732
"0000";"TOG";"FORM";0.0156;29.8945;0.0156
"0000";"TOG";"TOL";0.062;97.6694;0.062
"0000";"TOG";"UNR";0.1733;24.2511;0.1733
"0000";"TOG";"IOLE";0.0066;55.3036;0.0066
"0000";"TOG";"XYL";0.0467;108.9851;0.0467
"0000";"TOG";"ETH";0.0369;33.1419;0.0369
"0000";"TOG";"ISOP";0.004;68.117;0.004
"0000";"TOG";"MEOH";0.0139;31.9666;0.0139
"0000";"TOG";"BENZENE";0.014;39.0559;0.014
"0000";"TOG";"ETHA";0.0138;30.069;0.0138
"0000";"TOG";"NVOL";0.0039;15.9125;0.0039
"0000";"TOG";"OLE";0.0554;32.2818;0.0554
"0000";"TOG";"ETOH";0.0138;45.5934;0.0138
"0000";"TOG";"PAR";0.4215;16.7634;0.4215
"0000";"TOG";"TERP";0.0068;134.3564;0.0068
"0001";"TOG";"CH4";0.11;16.0425;0.11
"0001";"TOG";"FORM";0.42;30.026;0.42
"0001";"TOG";"PAR";0.47;17.0418;0.47
"0002";"TOG";"FORM";0.487;30.026;0.487
"0002";"TOG";"PAR";0.5034;14.4237;0.5034
"0002";"TOG";"UNR";0.0096;14.5534;0.0096
"0003";"TOG";"BENZENE";0.02;39.0559;0.02
"0003";"TOG";"CH4";0.56;16.0425;0.56
"0003";"TOG";"FORM";0.08;30.026;0.08
"0003";"TOG";"PAR";0.2831;14.2585;0.2831
"0003";"TOG";"TOL";0.02;92.1384;0.02
"0003";"TOG";"UNR";0.0369;9.3757;0.0369
"0004";"TOG";"ETHA";0.209;30.069;0.209
"0004";"TOG";"FORM";0.076;30.026;0.076
"0004";"TOG";"OLE";0.1167;28.0532;0.1167
"0004";"TOG";"PAR";0.4278;14.4961;0.4278
"0004";"TOG";"UNR";0.0945;14.6985;0.0945
"0004";"TOG";"CH4";0.076;16.0425;0.076
"0005";"TOG";"BENZENE";0.0095;39.0559;0.0095
"0005";"TOG";"CH4";0.828;16.0425;0.828
"0005";"TOG";"ETH";0.117;28.0532;0.117
"0005";"TOG";"ETHA";0.025;30.069;0.025
"0005";"TOG";"OLE";0.002;28.0532;0.002
"0005";"TOG";"PAR";0.0066;10.5878;0.0066
"0005";"TOG";"UNR";0.0119;7.8221;0.0119
"0007";"TOG";"CH4";0.7;16.0425;0.7
"0007";"TOG";"FORM";0.3;30.026;0.3
"0008";"TOG";"BENZENE";0.0395;39.0559;0.0395
"0008";"TOG";"CH4";0.116;16.0425;0.116
"0008";"TOG";"ETH";0.287;28.0532;0.287
"0008";"TOG";"ETHA";0.028;30.069;0.028
"0008";"TOG";"OLE";0.2523;27.7661;0.2523
"0008";"TOG";"PAR";0.1878;13.1854;0.1878
"0008";"TOG";"UNR";0.0894;9.5157;0.0894
"0009";"TOG";"BENZENE";0.0395;39.0559;0.0395
"0009";"TOG";"CH4";0.116;16.0425;0.116
"0009";"TOG";"ETH";0.287;28.0532;0.287
"0009";"TOG";"ETHA";0.028;30.069;0.028
"0009";"TOG";"OLE";0.2523;27.7661;0.2523
"0009";"TOG";"PAR";0.1878;13.1854;0.1878
"0009";"TOG";"UNR";0.0894;9.5157;0.0894
"0011";"TOG";"OLE";0.0182;27.7683;0.0182
"0011";"TOG";"PAR";0.0271;9.2648;0.0271
"0011";"TOG";"TOL";0.007;92.1384;0.007
"0011";"TOG";"UNR";0.0673;6.9642;0.0673
"0011";"TOG";"BENZENE";0.0705;39.0559;0.0705
"0011";"TOG";"CH4";0.453;16.0425;0.453
"0011";"TOG";"ETH";0.277;28.0532;0.277
"0011";"TOG";"ETHA";0.08;30.069;0.08
"0012";"TOG";"CH4";0.158;16.0425;0.158
"0012";"TOG";"UNR";0.842;30.7292;0.842
"0013";"TOG";"CH4";0.733;16.0425;0.733
"0013";"TOG";"ETH";0.059;28.0532;0.059
"0013";"TOG";"ETHA";0.03;30.069;0.03
"0013";"TOG";"OLE";0.02;28.0532;0.02
"0013";"TOG";"PAR";0.084;13.131;0.084
"0013";"TOG";"UNR";0.074;13.0186;0.074
"0014";"TOG";"BENZENE";0.068;39.0559;0.068
"0014";"TOG";"PAR";0.4393;13.8922;0.4393
"0014";"TOG";"TOL";0.036;92.1384;0.036
"0014";"TOG";"UNR";0.4567;21.0228;0.4567
"0016";"TOG";"CH4";0.111;16.0425;0.111
"0016";"TOG";"PAR";0.1995;14.6985;0.1995
"0016";"TOG";"UNR";0.6895;23.3582;0.6895
"0023";"TOG";"ETH";0.02;28.0532;0.02
"0023";"TOG";"ETHA";0.01;30.069;0.01
"0023";"TOG";"PAR";0.8984;14.434;0.8984
"0023";"TOG";"UNR";0.0716;14.6643;0.0716
"0024";"TOG";"ALD2";0.0004;28.0532;0.0004
"0024";"TOG";"BENZENE";0.004;39.0559;0.004
"0024";"TOG";"CH4";0.213;16.0425;0.213
"0024";"TOG";"ETH";0.003;28.0532;0.003
"0024";"TOG";"ETHA";0.054;30.069;0.054
"0024";"TOG";"FORM";0.0002;14.0266;0.0002
"0024";"TOG";"IOLE";0.0016;56.1063;0.0016
"0024";"TOG";"OLE";0.0615;28.0532;0.0615
"0024";"TOG";"PAR";0.5847;14.3195;0.5847
"0024";"TOG";"TOL";0.019;92.1384;0.019
"0024";"TOG";"UNR";0.0586;13.6867;0.0586
"0025";"TOG";"BENZENE";0.02;39.0559;0.02
"0025";"TOG";"CH4";0.56;16.0425;0.56
"0025";"TOG";"FORM";0.08;30.026;0.08
"0025";"TOG";"PAR";0.2831;14.2585;0.2831
"0025";"TOG";"TOL";0.02;92.1384;0.02
"0025";"TOG";"UNR";0.0369;9.3757;0.0369
"0026";"TOG";"BENZENE";0.0475;39.0559;0.0475
"0026";"TOG";"CH4";0.157;16.0425;0.157
"0026";"TOG";"ETH";0.02;28.0532;0.02
"0026";"TOG";"ETHA";0.046;30.069;0.046
"0026";"TOG";"OLE";0.0555;28.0532;0.0555
"0026";"TOG";"PAR";0.6038;14.1787;0.6038
"0026";"TOG";"UNR";0.0702;8.5927;0.0702
"0029";"TOG";"CH4";0.36;16.0425;0.36
"0029";"TOG";"FORM";0.51;30.026;0.51
"0029";"TOG";"PAR";0.1264;14.3626;0.1264
"0029";"TOG";"UNR";0.0036;14.3626;0.0036
"0031";"TOG";"BENZENE";0.012;39.0559;0.012
"0031";"TOG";"CH4";0.029;16.0425;0.029
"0031";"TOG";"ETHA";0.017;30.069;0.017
"0031";"TOG";"PAR";0.8942;14.3032;0.8942
"0031";"TOG";"UNR";0.0478;11.5774;0.0478
"0035";"TOG";"PAR";1;14.4298;1
"0039";"TOG";"CH4";0.133;16.0425;0.133
"0039";"TOG";"ETHA";0.056;30.069;0.056
"0039";"TOG";"OLE";0.0647;28.0532;0.0647
"0039";"TOG";"PAR";0.666;14.4837;0.666
"0039";"TOG";"UNR";0.0803;14.6972;0.0803
"0047";"TOG";"PAR";0.473;14.6718;0.473
"0047";"TOG";"UNR";0.452;14.6985;0.452
"0047";"TOG";"ETHA";0.041;30.069;0.041
"0047";"TOG";"OLE";0.034;28.0532;0.034
"0051";"TOG";"CH4";0.2;16.0425;0.2
"0051";"TOG";"ETHA";0.3;30.069;0.3
"0051";"TOG";"FORM";0.2;30.026;0.2
"0051";"TOG";"PAR";0.15;14.6985;0.15
"0051";"TOG";"UNR";0.15;14.6985;0.15
"0066";"TOG";"PAR";1;18.4495;1
"0068";"TOG";"OLE";0.6667;28.0532;0.6667
"0068";"TOG";"PAR";0.3333;14.0266;0.3333
"0072";"TOG";"ETOH";0.0288;42.6998;0.0288
"0072";"TOG";"IOLE";0.0018;57.5246;0.0018
"0072";"TOG";"MEOH";0.0504;31.7148;0.0504
"0072";"TOG";"OLE";6.9e-06;28.7623;6.9e-06
"0072";"TOG";"PAR";0.8202;17.4607;0.8202
"0072";"TOG";"TOL";0.04;95.4324;0.04
"0072";"TOG";"UNR";0.0079;18.3414;0.0079
"0072";"TOG";"XYL";0.0509;110.6931;0.0509
"0076";"TOG";"BENZENE";0.0615;39.0559;0.0615
"0076";"TOG";"ETOH";0.0022;28.7623;0.0022
"0076";"TOG";"IOLE";0.001;57.5246;0.001
"0076";"TOG";"MEOH";0.0002;14.3811;0.0002
"0076";"TOG";"OLE";4.03e-06;28.7623;4.03e-06
"0076";"TOG";"PAR";0.5509;13.972;0.5509
"0076";"TOG";"TOL";0.0909;93.1157;0.0909
"0076";"TOG";"UNR";0.1672;17.5054;0.1672
"0076";"TOG";"XYL";0.1259;107.0474;0.1259
"0078";"TOG";"UNR";1;49.4796;1
"0079";"TOG";"ALD2";0.007;44.0526;0.007
"0079";"TOG";"ALDX";0.0043;36.8144;0.0043
"0079";"TOG";"BENZENE";0.05;39.0559;0.05
"0079";"TOG";"ETH";0.222;28.4773;0.222
"0079";"TOG";"ETOH";0.014;46.0684;0.014
"0079";"TOG";"FORM";0.017;30.0258;0.017
"0079";"TOG";"IOLE";0.0445;56.1189;0.0445
"0079";"TOG";"MEOH";0.054;32.0419;0.054
"0079";"TOG";"OLE";0.1305;29.1562;0.1305
"0079";"TOG";"PAR";0.1772;14.9776;0.1772
"0079";"TOG";"TERP";0.0006;276.5569;0.0006
"0079";"TOG";"TOL";0.0747;92.4539;0.0747
"0079";"TOG";"UNR";0.1935;15.4649;0.1935
"0079";"TOG";"XYL";0.0107;111.1833;0.0107
"0085";"TOG";"UNR";1;82.9167;1
"0087";"TOG";"UNR";1;66.7021;1
"0088";"TOG";"UNR";1;137.3681;1
"0089";"TOG";"UNR";1;66.7021;1
"0090";"TOG";"TOL";1;92.1384;1
"0100";"TOG";"PAR";1;14.1999;1
"0121";"TOG";"ALD2";0.0094;28.0532;0.0094
"0121";"TOG";"ETH";0.194;28.0532;0.194
